# users: Sarah Needham, Kathrin Scherer, 
# sample descripton: wtEGFR HER1 Affibody CF640R 5nM
# comment: 
folder,track id,Im,Id,It,Itet,Ibl,Ibr,frame start,frame stop,mean,sigma,SEM
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141104_0001_0001_fa7ac632-9fbd-4e91-b227-778af1fceded,12,x,,,,,,98,167,,,
,,,x,,,,,27,48,,,
,,,x,,,,,50,86,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141104_0001_0001_fa7ac632-9fbd-4e91-b227-778af1fceded,50,x,,,,,,28,48,,,
,,,x,,,,,2,21,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141104_0001_0001_fa7ac632-9fbd-4e91-b227-778af1fceded,83,x,,,,,,89,148,,,
,,,x,,,,,9,28,,,
,,,x,,,,,39,58,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141104_0001_0001_fa7ac632-9fbd-4e91-b227-778af1fceded,89,x,,,,,,127,146,,,
,,,x,,,,,25,121,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141104_0001_0001_fa7ac632-9fbd-4e91-b227-778af1fceded,327,x,,,,,,257,446,,,
,,,x,,,,,235,254,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141104_0001_0001_fa7ac632-9fbd-4e91-b227-778af1fceded,360,x,,,,,,50,59,,,
,,x,,,,,,62,66,,,
,,x,,,,,,69,75,,,
,,x,,,,,,168,207,,,
,,x,,,,,,150,166,,,
,,x,,,,,,136,148,,,
,,x,,,,,,81,88,,,
,,x,,,,,,99,106,,,
,,x,,,,,,109,115,,,
,,x,,,,,,117,121,,,
,,x,,,,,,127,130,,,
,,,x,,,,,10,41,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141104_0001_0001_fa7ac632-9fbd-4e91-b227-778af1fceded,385,x,,,,,,171,250,,,
,,,x,,,,,22,49,,,
,,,x,,,,,53,68,,,
,,,x,,,,,84,123,,,
,,,x,,,,,139,166,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141104_0001_0001_fa7ac632-9fbd-4e91-b227-778af1fceded,570,x,,,,,,64,111,,,
,,,x,,,,,3,31,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141104_0001_0001_fa7ac632-9fbd-4e91-b227-778af1fceded,827,x,,,,,,114,202,,,
,,,x,,,,,64,88,,,
